;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
12462;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1721;39;0;0;1;2;0;0;0;0;1;0;8;1;0;45,0;38;0;0;0;2;8,0;65,56;175;218;55;86;107;72;37;2;2;3;0;4,95;0,0;4,95;4,95;0,0;4,95;4,95;3;3;3;0;0,9;5;4;2,25;8,1;0;4,95;2,25;181 days 23:59:59.000000000
12514;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1819;34;0;0;6;4;0;1;0;0;1;0;11;1;0;25,5;30;0;0;0;2;4,0;72,48;57;109;19;60;22;45;37;5;2;4;0;4,95;0,0;4,95;3,85;0,0;3,85;4,4;3;2;3;0;0,8;5;5;2,5;7,7;0;4,4;2,0;181 days 23:59:59.000000000
12583;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1786;71;0;0;0;2;0;0;3;0;0;0;14;2;0;2,0;22;0;0;0;2;10,0;70,23;246;282;51;103;54;169;53;6;2;3;0;4,95;0,0;4,95;4,95;0,0;4,95;4,95;2;2;2;0;0,6;4;4;2,0;7,55;0;4,95;1,5;181 days 23:59:59.000000000
12517;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1998;7;0;0;1;3;0;0;0;0;0;0;10;1;0;20,0;8;0;0;0;2;2,0;62,77;53;73;11;50;31;13;27;2;2;2;0;4,4;0,0;4,4;0,0;4,95;4,95;4,675;0;0;3;0;0,3;5;5;2,5;7,475;0;4,675000000000002;0,75;181 days 23:59:59.000000000
12656;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;819;11;0;0;0;4;0;0;0;0;0;0;15;2;0;42,0;12;0;0;0;2;3,0;76,74;45;98;22;48;12;65;21;0;2;2;0;5,5;0,0;5,5;0,0;2,75;2,75;4,125;0;3;4;0;0,7;5;5;2,5;7,325;0;4,125;1,75;181 days 23:59:59.000000000
12513;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1797;12;0;0;0;2;0;0;0;0;0;0;15;2;0;20,0;6;0;0;1;2;3,0;79,82;46;81;21;55;17;38;25;1;2;2;0;4,95;0,0;4,95;3,85;0,0;3,85;4,4;3;0;4;0;0,7;4;4;2,0;7,1;0;4,4;1,75;181 days 23:59:59.000000000
12575;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1821;16;0;0;0;2;0;0;0;0;0;0;19;3;0;27,5;14;0;0;1;6;2,0;73,39;23;73;16;48;13;19;40;1;2;4;0;5,5;0,0;5,5;3,3;0,0;3,3;4,4;2;2;2;0;0,6;4;4;2,0;7,0;0;4,4;1,5;181 days 23:59:59.000000000
12522;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1757;17;0;0;1;6;0;0;0;0;1;0;9;1;0;0,0;9;0;0;13;2;2,0;65,14;35;70;19;42;23;25;22;0;2;3;0;3,85;0,0;3,85;3,3;0,0;3,3;3,575;3;3;3;0;0,9;5;5;2,5;6,975;0;3,575;2,25;181 days 23:59:59.000000000
12506;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1823;14;0;0;2;4;1;1;0;1;0;0;21;3;0;36,0;16;0;0;1;2;3,0;71,2;70;95;16;49;14;51;27;3;2;4;1;3,85;0,0;3,85;2,75;0,0;2,75;3,3;3;3;3;0;0,9;5;5;2,5;6,7;0;3,3;2,25;181 days 23:59:59.000000000
12658;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1856;42;0;0;0;1;1;1;0;1;0;0;11;1;0;42,0;34;0;0;0;2;4,0;74,83;98;125;45;69;20;53;52;0;2;4;1;2,2;0,0;2,2;3,85;0,0;3,85;3,025;3;3;4;0;1,0;5;5;2,5;6,525;0;3,0250000000000004;2,5;181 days 23:59:59.000000000
12743;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1649;13;0;0;0;1;1;1;1;1;0;0;22;3;0;28,0;13;0;0;0;2;1,0;73,24;4;49;27;39;11;12;25;1;2;5;1;2,75;0,0;2,75;3,3;0,0;3,3;3,025;3;4;3;0;1,0;5;5;2,5;6,525;0;3,025;2,5;181 days 23:59:59.000000000
12518;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1864;8;0;2;4;5;0;0;0;0;0;0;13;2;0;42,0;21;0;0;1;2;5,0;68,91;89;133;16;81;31;36;63;3;2;3;0;1,65;0,0;1,65;4,4;0,0;4,4;3,025;2;3;3;0;0,8;5;5;2,5;6,325;0;3,0250000000000004;2,0;181 days 23:59:59.000000000
12663;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1930;3;0;0;0;2;0;0;0;0;0;0;11;1;0;13,0;6;0;0;0;2;4,0;83,6;102;115;12;57;22;43;41;9;2;3;0;1,65;0,0;1,65;4,4;0,0;4,4;3,025;2;3;3;0;0,8;5;5;2,5;6,325;0;3,0250000000000004;2,0;181 days 23:59:59.000000000
12719;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1878;20;0;0;0;3;0;0;0;0;0;0;21;3;0;32,5;27;0;0;1;2;2,0;81,94;50;64;21;29;13;8;42;1;2;2;0;1,65;0,0;1,65;4,95;0,0;4,95;3,3;3;0;2;0;0,5;5;5;2,5;6,3;0;3,3;1,25;181 days 23:59:59.000000000
12613;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1740;7;0;0;1;3;0;0;0;0;1;0;11;1;0;26,0;17;0;0;0;2;3,0;72,0;12;80;25;46;44;16;20;0;2;3;0;0,0;0,0;0,0;5,5;0,0;5,5;2,75;4;3;4;0;1,1;5;4;2,25;6,1;0;2,75;2,75;181 days 23:59:59.000000000
12610;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1906;9;0;0;0;2;0;0;0;0;0;0;16;2;0;6,0;0;0;0;0;2;0,0;0,0;2;17;7;11;4;2;11;0;2;0;0;2,2;0,0;2,2;4,95;0,0;4,95;3,575;0;0;0;0;0,0;5;5;2,5;6,075;0;3,575;0,0;181 days 23:59:59.000000000
7256;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;436;4;0;0;2;11;0;0;0;0;0;0;5;4;0;10,0;24;0;1;0;1;2,0;70,62;10;58;4;42;4;28;25;1;1;3;0;5,5;0,0;5,5;0,0;0,0;0,0;2,75;5;5;5;0;1,5;6;0;1,5;5,75;0;2,75;3,75;180 days 23:59:59.000000000
12787;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1773;22;0;0;1;6;0;0;0;0;0;0;16;2;0;0,0;16;0;0;1;2;2,0;87,22;38;56;16;38;35;15;5;1;2;2;0;0,0;2,2;0,0;5,5;0,0;5,5;2,75;2;0;2;0;0,4;5;4;2,25;5,4;0;2,75;1,0;181 days 23:59:59.000000000
2852;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;175;6;0;0;11;41;0;0;0;3;1;0;12;2;2;0,0;24;0;0;0;0;4,0;85,6;41;114;0;55;19;51;44;0;0;4;0;5,5;0,0;5,5;5,45;0,0;5,45;3,01;5;4;5;5;0,95;5;6;1,375;5,34;0;5,475;4,75;181 days 23:59:59.000000000
12558;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1952;3;0;0;23;25;0;0;0;0;2;0;10;1;0;35,5;14;0;0;0;2;2,0;63,54;35;55;23;41;18;10;26;1;2;3;0;0,0;0,0;0,0;3,85;0,0;3,85;1,925;3;2;3;0;0,8;5;5;2,5;5,225;0;1,925;2,0;181 days 23:59:59.000000000
7161;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;246;18;0;0;0;5;0;0;0;0;0;0;7;1;0;1,0;12;0;1;0;1;2,0;90,79;40;73;13;34;24;24;22;3;1;3;0;4,4;0,0;4,4;0,0;0,0;0,0;2,2;5;5;5;0;1,5;6;0;1,5;5,2;0;2,2;3,75;180 days 23:59:59.000000000
12671;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1779;24;0;0;8;12;0;0;1;0;1;0;9;1;0;15,5;23;0;0;2;3;2,0;73,97;45;71;31;45;26;19;23;3;2;3;0;0,0;2,2;0,0;0,0;4,4;4,4;2,2;2;0;3;0;0,5;6;4;2,5;5,2;0;2,2;1,25;181 days 23:59:59.000000000
7322;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;406;14;0;0;0;0;0;0;0;0;0;0;18;3;0;17,0;13;0;2;0;3;1,0;81,55;9;46;10;33;16;23;7;0;1;4;0;5,5;0,0;5,5;0,0;0,0;0,0;2,75;4;5;5;0;1,4;4;0;1,0;5,15;0;2,75;3,5;180 days 23:59:59.000000000
7150;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;206;7;0;0;18;24;0;0;1;0;0;0;11;1;0;55,0;20;1;1;0;1;2,0;81,35;64;77;13;51;11;34;32;0;1;4;0;5,5;0,0;5,5;0,0;0,0;0,0;2,75;4;5;3;0;1,2;4;0;1,0;4,95;0;2,75;3,0;180 days 23:59:59.000000000
7169;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;507;11;0;0;10;13;0;0;2;0;1;0;16;2;0;1,0;24;0;3;0;1;2,0;82,62;12;63;19;43;23;19;20;1;1;5;0;3,85;0,0;3,85;0,0;0,0;0,0;1,925;5;5;5;0;1,5;6;0;1,5;4,925;0;1,925;3,75;180 days 23:59:59.000000000
7236;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;473;3;0;0;0;5;0;0;1;1;0;0;21;3;0;4,0;13;0;1;0;1;1,0;84,49;4;39;5;22;8;15;16;0;1;4;0;3,85;0,0;3,85;0,0;0,0;0,0;1,925;4;5;5;0;1,4;6;0;1,5;4,825;0;1,925;3,5;180 days 23:59:59.000000000
2914;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;161;7;0;0;4;37;0;0;0;3;1;0;21;3;2;0,0;12;0;0;0;0;3,0;90,99;63;78;0;39;15;17;46;0;0;4;0;4,4;0,0;4,4;4,35;0,0;4,35;2,41;5;5;5;5;1,0;6;5;1,375;4,78;0;4,375;5,0;181 days 23:59:59.000000000
7095;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;43;5;0;0;0;0;0;0;0;0;0;0;22;3;0;0,0;7;0;4;0;1;0,0;105,36;21;23;9;15;6;9;8;0;1;2;0;4,95;0,0;4,95;0,0;0,0;0,0;2,475;0;5;5;0;1,0;5;0;1,25;4,725;0;2,475;2,5;180 days 23:59:59.000000000
7111;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;114;18;0;0;0;5;0;0;0;0;0;0;6;1;0;1,0;32;0;1;0;1;5,0;76,29;96;150;21;61;50;60;34;6;1;2;0;4,4;0,0;4,4;0,0;0,0;0,0;2,2;5;5;0;0;1,0;6;0;1,5;4,7;0;2,2;2,5;180 days 23:59:59.000000000
7280;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;362;5;0;4;18;21;0;0;2;0;1;0;12;2;0;2,0;52;1;3;0;1;6,0;84,4;74;177;34;84;35;60;77;5;1;5;0;3,85;0,0;3,85;0,0;0,0;0,0;1,925;5;5;5;0;1,5;5;0;1,25;4,675;0;1,925;3,75;180 days 23:59:59.000000000
7077;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;515;25;0;0;0;12;0;0;0;0;0;0;9;1;0;0,0;10;0;1;0;1;3,0;79,09;81;85;12;40;29;27;25;4;1;3;0;3,3;0,0;3,3;0,0;0,0;0,0;1,65;4;5;5;0;1,4;6;0;1,5;4,55;0;1,65;3,5;180 days 23:59:59.000000000
12686;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1728;13;0;0;0;4;0;0;0;0;0;0;14;2;1;0,0;9;0;0;1;1;3,0;82,66;29;93;20;38;20;24;48;1;1;3;0;0,0;4,4;0,0;5,5;0,0;5,5;2,75;0;3;2;0;0,5;0;5;1,25;4,5;0;2,75;1,25;181 days 23:59:59.000000000
2986;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;125;16;0;0;4;34;0;0;0;3;2;0;13;2;2;0,0;23;0;0;0;0;4,0;96,14;41;120;0;52;14;55;48;3;0;4;0;3,85;0,0;3,85;5,45;0,0;5,45;2,56;5;4;3;4;0,8;5;4;1,125;4,48;0;4,65;4,0;181 days 23:59:59.000000000
2864;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;110;33;0;0;0;28;0;0;1;3;0;0;14;2;2;0,0;11;0;0;0;0;2,0;86,44;13;59;0;31;10;30;19;0;0;4;0;3,85;0,0;3,85;5,9;0,0;5,9;2,68;3;4;3;4;0,7;4;4;1,0;4,38;0;4,875;3,5;181 days 23:59:59.000000000
2894;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;107;9;0;0;1;33;0;0;0;3;0;0;19;3;2;0,0;22;0;0;0;0;3,0;95,38;1;101;0;67;35;30;36;0;0;4;0;3,85;0,0;3,85;4,35;0,0;4,35;2,26;4;5;4;4;0,85;6;4;1,25;4,36;0;4,1;4,25;181 days 23:59:59.000000000
7125;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;51;55;0;0;8;12;0;0;0;0;0;0;20;3;0;0,0;11;0;2;0;1;3,0;79,49;71;100;16;71;27;44;25;4;1;2;0;3,85;0,0;3,85;0,0;0,0;0,0;1,925;4;5;0;0;0,9;6;0;1,5;4,325;0;1,925;2,25;180 days 23:59:59.000000000
2919;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;181;9;0;0;4;33;0;0;0;3;1;0;15;2;2;0,0;15;0;0;0;0;5,0;92,55;51;150;0;79;43;67;35;5;0;4;0;3,3;0,0;3,3;3,25;0,0;3,25;1,8;5;5;5;5;1,0;6;6;1,5;4,3;0;3,275;5,0;181 days 23:59:59.000000000
2946;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;172;8;0;0;0;5;0;0;0;3;0;0;8;1;2;0,0;16;0;0;0;0;2,0;97,55;46;55;0;26;19;25;11;0;0;4;0;3,3;0,0;3,3;4,9;0,0;4,9;2,26;4;5;4;0;0,65;6;5;1,375;4,28;0;4,1;3,25;181 days 23:59:59.000000000
7272;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;104;7;0;0;19;23;0;0;0;0;2;0;9;1;0;4,0;36;0;1;0;1;5,0;68,73;128;135;20;91;39;44;46;6;1;3;0;2,75;0,0;2,75;0,0;0,0;0,0;1,375;5;5;4;0;1,4;6;0;1,5;4,275;0;1,375;3,5;180 days 23:59:59.000000000
2902;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;201;7;0;0;12;35;0;0;0;3;4;0;8;1;2;0,0;12;0;0;0;0;2,0;96,98;35;65;0;48;8;18;36;3;0;4;0;5,5;0,0;5,5;2,15;0,0;2,15;2,1;5;4;4;5;0,9;5;5;1,25;4,25;0;3,825;4,5;181 days 23:59:59.000000000
2880;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;95;45;0;0;0;31;0;0;3;2;0;0;14;2;2;0,0;18;0;0;0;0;3,0;89,65;21;80;0;38;12;36;32;0;0;4;0;3,85;0,0;3,85;4,8;0,0;4,8;2,38;3;4;4;4;0,75;5;4;1,125;4,25;0;4,325;3,75;181 days 23:59:59.000000000
2933;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;197;22;0;0;18;43;0;0;0;3;3;0;9;1;2;0,0;26;0;0;0;0;2,0;91,07;28;77;0;52;22;20;34;1;0;4;0;2,75;2,75;2,75;3,7;0,0;3,7;1,77;4;5;5;5;0,95;6;6;1,5;4,22;0;3,225;4,75;181 days 23:59:59.000000000
2927;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;170;8;0;0;2;30;0;0;0;3;2;0;14;2;2;0,0;14;0;0;0;0;4,0;97,33;23;106;0;59;21;39;46;0;0;4;0;3,85;0,0;3,85;3,7;0,0;3,7;2,08;4;4;4;5;0,85;6;4;1,25;4,18;0;3,775;4,25;181 days 23:59:59.000000000
7291;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;480;23;0;0;12;21;0;0;0;0;0;0;14;2;0;51,0;23;0;1;0;1;3,0;77,82;9;95;23;50;23;41;31;0;1;2;0;3,85;0,0;3,85;0,0;0,0;0,0;1,925;5;5;0;0;1,0;5;0;1,25;4,175;0;1,925;2,5;180 days 23:59:59.000000000
7208;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;353;5;0;0;11;14;0;0;0;0;0;0;8;1;0;18,0;7;0;1;0;1;2,0;64,65;9;66;7;45;35;17;14;0;1;2;0;3,85;0,0;3,85;0,0;0,0;0,0;1,925;5;5;0;0;1,0;5;0;1,25;4,175;0;1,925;2,5;180 days 23:59:59.000000000
2985;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;124;14;0;0;0;20;0;0;4;2;0;0;13;2;2;0,0;48;0;0;0;0;2,0;95,48;21;56;0;30;9;33;14;0;0;4;0;3,85;0,0;3,85;4,35;0,0;4,35;2,26;4;4;5;5;0,9;4;4;1,0;4,16;0;4,1;4,5;181 days 23:59:59.000000000
7106;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;137;6;0;0;0;6;0;0;0;0;0;0;19;3;0;0,0;24;0;2;0;1;3,0;78,32;21;94;16;57;30;31;33;0;1;3;0;3,3;0,0;3,3;0,0;0,0;0,0;1,65;5;5;0;0;1,0;6;0;1,5;4,15;0;1,65;2,5;180 days 23:59:59.000000000
2882;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;121;13;0;0;1;31;0;0;0;2;0;0;1;3;2;0,0;7;0;0;0;0;1,0;100,36;11;44;0;23;5;15;20;4;0;3;0;3,85;0,0;3,85;4,8;0,0;4,8;2,38;5;0;5;5;0,75;4;4;1,0;4,13;0;4,325;3,75;181 days 23:59:59.000000000
2939;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;206;4;0;0;0;23;0;0;0;3;0;0;6;1;2;0,0;10;0;0;0;0;1,0;93,22;17;39;0;16;5;27;7;0;0;3;0;3,2;0,0;3,2;5,1;0,0;5,1;2,28;0;4;5;5;0,7;5;4;1,125;4,11;0;4,15;3,5;181 days 23:59:59.000000000
7109;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;348;4;0;0;0;4;0;0;0;0;0;0;20;3;0;0,0;6;0;1;0;1;0,0;76,31;1;13;4;9;4;4;5;0;1;3;0;4,4;0,0;4,4;0,0;0,0;0,0;2,2;4;5;0;0;0,9;4;0;1,0;4,1;0;2,2;2,25;180 days 23:59:59.000000000
7243;Pedagogia;2014.1;4;Educação e Multiculturalismo;45;2013-12-31 21:00:00;2014-06-30 20:59:59;60;7;0;0;0;4;0;0;1;0;0;0;15;2;0;9,0;10;0;1;0;1;0,0;77,69;7;25;14;16;9;10;6;0;1;4;0;4,4;0,0;4,4;0,0;0,0;0,0;2,2;4;5;0;0;0,9;4;0;1,0;4,1;0;2,2;2,25;180 days 23:59:59.000000000
2858;Pedagogia;2012.1;4;Educação e Multiculturalismo;55;2011-12-31 21:00:00;2012-06-30 20:59:59;71;60;0;0;1;32;0;0;0;3;0;0;10;1;2;0,0;19;0;0;0;0;3,0;92,28;30;102;0;56;51;24;13;14;0;4;0;1,0;0,0;1,0;5,45;0,0;5,45;1,77;4;2;5;4;0,75;6;6;1,5;4,02;0;3,225;3,75;181 days 23:59:59.000000000
