;CURSO;SEMESTRE;PERIODO;NOME_DA_DISCIPLINA;ID_DA_DISCIPLINA;DATA_DE_INICIO;DATA_DE_FINAL;ID_DO_ALUNO;VAR01;VAR02;VAR03;VAR04;VAR05;VAR06;VAR07;VAR08;VAR09;VAR10;VAR12;VAR13;VAR14;VAR16;VAR17;VAR18;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR28;VAR31;VAR31B;VAR31C;VAR32A;VAR32B;VAR32C;VAR32D;VAR33;VAR34;VAR35;PROVA01;PROVA01_2CHAMADA;PRIMEIRA_PROVA;PROVA02;PROVA02_2CHAMADA;SEGUNDA_PROVA;MEDIA_PROVAS;FORUM01;FORUM02;FORUM03;FORUM04;MEDIA_FORUM;WEBQUEST01;WEBQUEST02;MEDIA_WEBQUEST;DESEMPENHO;DESEMPENHO_BINARIO;MEDIA_CALCULADA_PROVA;MEDIA_CALCULADA_FORUM;TEMPO_DE_CURSO
417;Pedagogia;2010.2;1;Fundamentos Sociológicos da Educação;18;2010-06-30 21:00:00;2010-12-31 20:59:59;85;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0,0;0;1;0;1;1;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
4405;Pedagogia;2013.2;3;Metodologia Cientifica;31;2013-06-30 21:00:00;2013-12-31 20:59:59;148;25;0;5;13;28;0;0;0;0;0;0;13;2;0;0,5;16;0;2;0;2;2,0;241,19;34;73;12;44;28;23;21;1;2;4;0;4,4;0,0;4,4;3,85;0,0;3,85;4,125;4;5;5;5;1,9;6;2;2,0;8,025;0;4,125;4,75;183 days 23:59:59.000000000
13278;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1933;8;0;0;1;2;0;0;1;0;0;0;8;1;0;25,0;17;0;0;0;2;3,0;82,54;58;84;33;48;29;30;24;1;2;5;0;4,95;0,0;4,95;4,95;0,0;4,95;4,95;4;5;5;5;1,9;4;4;2,0;8,85;0;4,95;4,75;181 days 23:59:59.000000000
12992;Pedagogia;2016.1;4;Pesquisa em Educação;60;2015-12-31 21:00:00;2016-06-30 20:59:59;1657;8;0;0;0;1;0;0;0;0;0;0;11;1;0;5,5;11;0;0;0;2;1,0;86,99;-4;28;16;22;8;7;13;0;2;2;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;0;5;5;0;1,0;6;6;3,0;8,4;0;4,4;2,5;181 days 23:59:59.000000000
11900;Pedagogia;2014.2;5;Educação de Jovens e Adultos (5º);116;2014-06-30 21:00:00;2014-12-31 20:59:59;1013;20;0;11;35;45;0;0;0;1;2;0;17;2;0;19,17;12;0;3;0;2;2,8846;73,02;5;75;14;36;17;18;39;1;2;4;0;3,3;0,0;3,3;3,85;0,0;3,85;3,575;5;5;5;5;2,0;5;6;2,75;8,325;0;3,575;5,0;183 days 23:59:59.000000000
4812;Pedagogia;2013.2;3;Movimentos Sociais;33;2013-06-30 21:00:00;2013-12-31 20:59:59;394;15;0;0;0;1;0;0;0;1;0;0;14;2;0;0,5;9;0;2;0;2;4,0;196,82;28;104;12;62;12;61;30;1;2;3;0;5,5;0,0;5,5;4,95;0,0;4,95;5,225;4;5;0;0;0,9;3;4;1,75;7,875;0;5,225;2,25;183 days 23:59:59.000000000
4045;Pedagogia;2013.2;3;História da Educação no Brasil;30;2013-06-30 21:00:00;2013-12-31 20:59:59;498;39;0;2;2;7;0;0;0;0;0;0;20;3;0;20,0;13;0;2;0;2;4,0;238,84;17;107;16;63;32;32;43;0;2;4;0;4,4;0,0;4,4;4,4;0,0;4,4;4,4;4;4;5;5;1,8;5;6;2,75;8,95;0;4,4;4,5;183 days 23:59:59.000000000
13308;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1888;14;1;0;1;2;0;0;0;0;0;0;14;2;0;5,0;22;0;0;0;2;2,0;94,45;15;76;28;49;25;26;24;1;2;5;0;5,5;0,0;5,5;4,4;0,0;4,4;4,95;5;5;0;5;1,5;5;5;2,5;8,95;0;4,95;3,75;181 days 23:59:59.000000000
9494;Pedagogia;2014.1;8;Ética e Cidadania;52;2013-12-31 21:00:00;2014-06-30 20:59:59;524;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
1662;Pedagogia;2011.1;2;Psicologia da Aprendizagem;34;2010-12-31 21:00:00;2011-06-30 20:59:59;54;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
3694;Pedagogia;2013.2;3;Didática ;29;2013-06-30 21:00:00;2013-12-31 20:59:59;394;15;0;0;0;1;0;0;0;1;0;0;0;1;0;2,5;14;0;3;0;2;4,0;232,16;28;104;21;62;12;61;30;1;2;5;0;3,3;0,0;3,3;3,3;0,0;3,3;3,3;4;5;4;4;1,7;5;6;2,75;7,75;0;3,3;4,25;183 days 23:59:59.000000000
154;Pedagogia;2010.2;1;Fundamentos Filosóficos da Educação;17;2010-06-30 21:00:00;2010-12-31 20:59:59;69;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0,0;0;1;0;1;0;1;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
5235;Pedagogia;2013.2;3;Organização da Educação Nacional;34;2013-06-30 21:00:00;2013-12-31 20:59:59;43;5;0;0;0;5;0;0;0;0;0;0;19;3;0;5,0;10;0;4;0;3;2,0;249,12;53;76;10;40;21;15;40;0;2;2;0;5,5;0,0;5,5;3,3;0,0;3,3;4,4;0;3;0;3;0,6;5;6;2,75;7,75;0;4,4;1,5;183 days 23:59:59.000000000
1141;Pedagogia;2011.1;2;História da Educação;32;2010-12-31 21:00:00;2011-06-30 20:59:59;184;7;0;0;0;39;0;0;4;1;0;0;14;2;0;10,0;16;0;0;0;0;4,0;65,43;6;108;0;81;12;68;26;2;2;4;0;4,0;0,0;4,0;7,0;5,0;7,0;3,03;2;4;5;5;0,8;4;4;1,0;4,83;0;5,5;4,0;180 days 23:59:59.000000000
602;Pedagogia;2010.2;1;Prática Pedagógica 1;20;2010-06-30 21:00:00;2010-12-31 20:59:59;55;6;0;0;1;47;0;0;3;1;1;0;21;3;0;28,5;11;0;0;0;0;3,0;71,47;45;78;0;41;13;36;29;0;2;4;0;2,0;0,0;2,0;7,0;7,0;7,0;2,48;0;6;9;0;0,75;9;7;2,0;5,23;0;4,5;3,75;183 days 23:59:59.000000000
6351;Pedagogia;2013.2;7;Libras;40;2013-06-30 21:00:00;2013-12-31 20:59:59;142;59;0;2;5;17;0;0;0;2;1;0;9;1;0;3,0;31;0;2;0;2;11,0;236,98;100;305;23;106;128;112;64;1;2;4;0;3,85;0,0;3,85;3,3;0,0;3,3;3,575;4;5;0;3;1,2;6;5;2,75;7,525;0;3,575;3,0;183 days 23:59:59.000000000
8695;Pedagogia;2014.1;8;Avaliação da Aprendizagem;50;2013-12-31 21:00:00;2014-06-30 20:59:59;517;9;0;2;20;24;0;0;0;4;1;0;18;3;0;48,0;37;0;2;0;1;3,0;67,08;77;86;30;56;0;25;60;1;1;4;0;3,85;0,0;3,85;0,0;0,0;0,0;1,925;5;5;5;0;1,5;0;0;0,0;3,425;1;1,925;3,75;180 days 23:59:59.000000000
13447;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1762;10;0;0;0;3;0;0;0;0;0;0;11;1;0;6,5;21;0;0;1;7;11,0;86,4;80;292;49;92;65;115;108;4;2;4;0;0,0;4,4;0,0;5,5;0,0;5,5;2,75;4;5;5;5;1,9;3;2;1,25;5,9;0;2,75;4,75;181 days 23:59:59.000000000
11206;Pedagogia;2014.2;1;Psicologia do Desenvolvimento ;112;2014-06-30 21:00:00;2014-12-31 20:59:59;1790;35;0;0;13;22;0;0;2;1;3;0;11;1;0;52,51;9;0;1;0;1;3,0;52,74;57;78;9;37;31;22;25;0;1;3;0;2,75;0,0;2,75;4,4;0,0;4,4;3,575;4;0;4;0;0,8;0;0;0,0;4,375;0;3,575;2,0;183 days 23:59:59.000000000
8794;Pedagogia;2014.1;8;Avaliação da Aprendizagem;50;2013-12-31 21:00:00;2014-06-30 20:59:59;528;20;0;0;2;19;0;0;0;3;1;0;21;3;0;53,0;15;0;2;0;1;3,0;73,67;23;88;12;44;15;28;38;7;1;3;0;3,85;0,0;3,85;0,0;0,0;0,0;1,925;5;5;5;0;1,5;0;0;0,0;3,425;1;1,925;3,75;180 days 23:59:59.000000000
9376;Pedagogia;2014.1;8;Relações Interpessoais e Dinâmica de Grupo;54;2013-12-31 21:00:00;2014-06-30 20:59:59;201;8;0;0;0;13;0;0;0;1;0;0;15;2;0;23,0;21;0;1;0;1;3,0;0,0;73;81;14;33;12;45;23;1;1;3;0;2,2;0,0;2,2;0,0;0,0;0,0;1,1;0;0;0;0;0,0;0;0;0,0;1,1;1;1,1;0,0;180 days 23:59:59.000000000
10733;Pedagogia;2014.2;1;Linguagem na Produção do Conhecimento ;110;2014-06-30 21:00:00;2014-12-31 20:59:59;1870;3;0;20;26;33;0;0;0;2;1;0;1;2;0;34,63;7;0;1;0;1;3,7308;60,91;52;97;28;41;10;23;58;6;2;6;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5;5;5;5;2,0;6;6;3,0;5,0;0;0,0;5,0;183 days 23:59:59.000000000
4451;Pedagogia;2013.2;3;Metodologia Cientifica;31;2013-06-30 21:00:00;2013-12-31 20:59:59;50;10;0;0;21;27;0;0;5;0;3;0;18;3;0;11,0;39;0;4;0;2;8,0;223,98;11;229;27;120;35;101;88;5;2;5;0;4,4;0,0;4,4;5,5;0,0;5,5;4,95;5;3;5;5;1,8;3;5;2,0;8,75;0;4,95;4,5;183 days 23:59:59.000000000
3094;Pedagogia;2012.1;4;Fundamentos da Educação Infantil;54;2011-12-31 21:00:00;2012-06-30 20:59:59;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
6184;Pedagogia;2013.2;7;Gestão e Organização Escolar;39;2013-06-30 21:00:00;2013-12-31 20:59:59;121;42;1;0;2;8;0;0;1;1;0;0;9;1;0;2,0;12;0;2;0;2;3,0;217,72;16;90;11;54;19;20;30;21;2;4;0;2,75;0,0;2,75;4,4;0,0;4,4;3,575;5;0;4;0;0,9;4;6;2,5;6,975;0;3,575;2,25;183 days 23:59:59.000000000
598;Pedagogia;2010.2;1;Linguagem na Produção do Conhecimento;19;2010-06-30 21:00:00;2010-12-31 20:59:59;60;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0,0;1;2;0;2;1;1;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
10333;Pedagogia;2014.2;1;Fundamentos Sociológicos da Educação ;109;2014-06-30 21:00:00;2014-12-31 20:59:59;1886;40;0;13;15;23;0;0;2;0;0;0;12;2;0;31,27;15;0;1;6;1;2,7308;67,59;29;71;22;34;8;23;38;2;2;6;0;1,1;0,0;1,1;4,4;0,0;4,4;2,75;5;5;5;5;2,0;5;5;2,5;7,25;0;2,75;5,0;183 days 23:59:59.000000000
11847;Pedagogia;2014.2;5;Educação de Jovens e Adultos (5º);116;2014-06-30 21:00:00;2014-12-31 20:59:59;1040;6;0;0;1;0;0;0;0;0;0;0;20;3;0;19,61;0;0;3;0;2;3,5769;0,0;65;93;11;44;35;25;32;1;2;0;0;4,95;0,0;4,95;4,95;0,0;4,95;4,95;0;0;0;0;0,0;5;6;2,75;7,7;0;4,95;0,0;183 days 23:59:59.000000000
11228;Pedagogia;2014.2;1;Psicologia do Desenvolvimento ;112;2014-06-30 21:00:00;2014-12-31 20:59:59;1896;0;0;7;12;27;0;0;0;1;1;0;0;0;0;0,0;0;0;0;0;0;0,0;18,1;0;0;0;0;0;0;0;0;0;1;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
10552;Pedagogia;2014.2;1;Fundamentos Sociológicos da Educação ;109;2014-06-30 21:00:00;2014-12-31 20:59:59;1897;4;0;1;7;20;0;0;0;0;2;0;22;3;0;33,05;41;0;2;0;1;2,7692;76,59;54;72;23;32;20;32;19;1;2;5;0;3,85;0,0;3,85;3,85;0,0;3,85;3,85;5;5;4;4;1,8;0;5;1,25;6,9;0;3,85;4,5;183 days 23:59:59.000000000
12289;Pedagogia;2016.1;4;Currículo e Contemporaneidade;58;2015-12-31 21:00:00;2016-06-30 20:59:59;1938;7;1;0;8;6;0;0;0;0;0;0;17;2;0;41,5;35;0;0;0;2;3,0;45,06;29;89;28;53;29;40;20;0;2;1;0;2,2;0,0;2,2;2,75;0,0;2,75;2,475;3;0;0;0;0,3;4;5;2,25;5,025;0;2,475;0,75;181 days 23:59:59.000000000
50;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;132;9;0;0;1;47;0;0;0;0;0;0;9;1;0;28,0;34;0;0;0;0;3,0;80,11;45;86;0;30;47;17;21;1;2;4;0;3,0;0,0;3,0;4,0;0,0;4,0;1,93;7;7;8;7;1,45;9;8;2,125;5,5;0;3,5;7,25;183 days 23:59:59.000000000
4190;Pedagogia;2013.2;3;História da Educação no Brasil;30;2013-06-30 21:00:00;2013-12-31 20:59:59;362;8;0;1;9;20;0;0;10;4;2;0;16;2;0;2,5;59;7;2;0;2;10,0;228,86;176;275;45;129;64;72;134;5;2;15;0;3,85;0,0;3,85;4,4;0,0;4,4;4,125;5;5;5;5;2,0;4;6;2,5;8,625;0;4,125;5,0;183 days 23:59:59.000000000
6365;Pedagogia;2013.2;7;Libras;40;2013-06-30 21:00:00;2013-12-31 20:59:59;425;10;0;6;10;17;0;0;0;1;1;0;15;2;0;23,0;12;0;2;0;2;3,0;241,72;76;99;22;71;20;23;56;0;2;4;0;2,2;0,0;2,2;4,4;0,0;4,4;3,3;4;4;4;5;1,7;5;5;2,5;7,5;0;3,3000000000000003;4,25;183 days 23:59:59.000000000
2057;Pedagogia;2011.2;3;História da Educação no Brasil;47;2011-06-30 21:00:00;2011-12-31 20:59:59;158;18;0;0;5;37;0;0;0;0;0;0;9;1;0;0,0;25;0;0;0;0;3,0;85,03;19;91;0;58;44;21;26;0;2;4;0;5,5;5,5;5,5;4,4;0,0;4,4;2,72;5;5;5;5;1,0;4;4;1,0;4,72;0;4,95;5,0;183 days 23:59:59.000000000
115;Pedagogia;2010.2;1;Antropologia;15;2010-06-30 21:00:00;2010-12-31 20:59:59;86;37;0;5;10;57;0;0;0;0;1;0;12;2;0;29,0;37;0;0;0;0;3,0;72,19;50;93;0;50;9;31;53;0;2;3;0;7,0;0,0;7,0;2,0;6,0;6,0;3,58;8;8;8;0;1,2;9;10;2,375;7,15;0;6,5;6,0;183 days 23:59:59.000000000
13201;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;1827;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0,0;0;4;0;4;0;2;2;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;181 days 23:59:59.000000000
3324;Pedagogia;2012.1;4;Planejamento Educacional;52;2011-12-31 21:00:00;2012-06-30 20:59:59;99;62;0;0;30;50;0;0;0;3;1;0;17;2;1;20,0;63;0;0;0;0;9,0;72,14;213;259;0;123;31;111;115;2;1;7;0;2,75;0,0;2,75;3,3;0,0;3,3;1,66;5;5;5;5;1,0;5;5;1,25;3,91;1;3,025;5,0;181 days 23:59:59.000000000
10739;Pedagogia;2014.2;1;Linguagem na Produção do Conhecimento ;110;2014-06-30 21:00:00;2014-12-31 20:59:59;1807;7;0;1;75;72;0;0;8;1;9;0;19;3;0;34,14;10;0;1;2;2;7,2308;43,72;17;188;30;70;20;58;57;53;2;4;0;0,0;2,75;2,75;0,0;0,0;0,0;1,375;5;5;5;5;2,0;6;6;3,0;6,375;0;1,375;5,0;183 days 23:59:59.000000000
1005;Pedagogia;2011.1;2;Filosofia da Educação;33;2010-12-31 21:00:00;2011-06-30 20:59:59;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
13395;Pedagogia;2016.1;4;Planejamento Educacional;61;2015-12-31 21:00:00;2016-06-30 20:59:59;816;16;0;0;4;7;0;0;0;0;1;0;13;2;0;12,5;31;0;0;0;2;3,0;71,02;57;85;21;47;34;37;14;0;2;4;0;4,4;0,0;4,4;3,3;0,0;3,3;3,85;5;5;5;5;2,0;1;3;1,0;6,85;0;3,85;5,0;181 days 23:59:59.000000000
13606;Pedagogia;2016.1;8;Avaliação da Aprendizagem;63;2015-12-31 21:00:00;2016-06-30 20:59:59;909;35;1;0;11;14;1;1;0;5;2;0;20;3;0;23,0;22;0;0;0;2;6,0;80,26;62;180;38;74;36;47;84;13;2;5;1;4,95;0,0;4,95;0,0;3,85;3,85;4,4;5;5;5;5;2,0;6;6;3,0;9,4;0;4,4;5,0;181 days 23:59:59.000000000
10453;Pedagogia;2014.2;1;Fundamentos Sociológicos da Educação ;109;2014-06-30 21:00:00;2014-12-31 20:59:59;1790;35;0;0;13;22;0;0;1;0;2;0;12;2;0;45,48;30;0;6;0;1;3,0;67,25;57;78;15;37;31;22;25;0;1;3;0;0,55;0,0;0,55;3,85;0,0;3,85;2,2;4;4;4;4;1,6;5;0;1,25;5,05;0;2,2;4,0;183 days 23:59:59.000000000
1824;Pedagogia;2011.2;3;Didática;46;2011-06-30 21:00:00;2011-12-31 20:59:59;180;6;0;23;58;58;0;0;0;1;2;0;16;2;1;1,0;44;0;0;0;0;7,0;80,87;176;205;0;96;38;63;104;0;1;4;0;4,95;0,0;4,95;4,4;0,0;4,4;2,57;5;5;5;5;1,0;6;6;1,5;5,07;0;4,675000000000002;5,0;183 days 23:59:59.000000000
12517;Pedagogia;2016.1;4;Educação e Multiculturalismo;59;2015-12-31 21:00:00;2016-06-30 20:59:59;1998;7;0;0;1;3;0;0;0;0;0;0;10;1;0;20,0;8;0;0;0;2;2,0;62,77;53;73;11;50;31;13;27;2;2;2;0;4,4;0,0;4,4;0,0;4,95;4,95;4,675;0;0;3;0;0,3;5;5;2,5;7,475;0;4,675000000000002;0,75;181 days 23:59:59.000000000
1426;Pedagogia;2011.1;2;Língua Portuguesa: Sintaxe e Semântica;31;2010-12-31 21:00:00;2011-06-30 20:59:59;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;180 days 23:59:59.000000000
9971;Pedagogia;2014.2;1;Fundamentos Filosóficos da Educação ;108;2014-06-30 21:00:00;2014-12-31 20:59:59;1863;14;0;0;4;2;0;0;0;0;1;0;20;3;0;34,09;0;0;1;4;1;1,1923;0,0;25;31;5;13;9;4;18;0;2;0;0;2,2;0,0;2,2;3,85;0,0;3,85;3,025;0;0;0;0;0,0;5;5;2,5;5,525;0;3,0250000000000004;0,0;183 days 23:59:59.000000000
4659;Pedagogia;2013.2;3;Movimentos Sociais;33;2013-06-30 21:00:00;2013-12-31 20:59:59;492;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0,0;0;0;0,0;0,0;1;0,0;0,0;183 days 23:59:59.000000000
4661;Pedagogia;2013.2;3;Movimentos Sociais;33;2013-06-30 21:00:00;2013-12-31 20:59:59;68;12;0;0;0;0;0;0;0;2;0;0;7;1;0;2,5;7;0;3;0;2;2,0;209,28;6;68;11;45;13;19;34;2;2;2;0;4,4;0,0;4,4;3,3;0,0;3,3;3,85;4;4;0;0;0,8;5;6;2,75;7,4;0;3,85;2,0;183 days 23:59:59.000000000
3403;Pedagogia;2012.1;4;Planejamento Educacional;52;2011-12-31 21:00:00;2012-06-30 20:59:59;44;22;0;0;1;32;0;0;3;1;0;0;18;3;0;0,0;30;0;0;0;0;2,0;89,97;34;76;0;35;21;22;33;0;1;4;0;4,4;0,0;4,4;3,85;0,0;3,85;2,27;5;4;5;5;0,95;0;6;0,75;3,97;1;4,125;4,75;181 days 23:59:59.000000000
13763;Pedagogia;2016.1;8;Educação e Tecnologias;64;2015-12-31 21:00:00;2016-06-30 20:59:59;1068;5;0;0;0;2;0;0;1;0;0;0;18;3;0;1,5;19;0;0;0;2;3,0;82,59;18;90;30;57;13;66;10;1;2;5;0;4,95;0,0;4,95;3,85;0,0;3,85;4,4;3;3;5;5;1,6;6;5;2,75;8,75;0;4,4;4,0;181 days 23:59:59.000000000
11412;Pedagogia;2014.2;1;Psicologia do Desenvolvimento ;112;2014-06-30 21:00:00;2014-12-31 20:59:59;1867;51;0;0;6;4;0;0;0;1;0;0;19;3;0;35,17;18;0;1;3;1;3,6923;56,49;59;96;14;39;7;18;70;1;2;5;0;1,1;0,0;1,1;5,5;0,0;5,5;3,3;5;5;5;0;1,5;4;4;2,0;6,8;0;3,3;3,75;183 days 23:59:59.000000000
